sample_id,hole_id,from_ft,to_ft,from_m,to_m,description,qaqc,source_samples,ag_ppm,ag_ppm(2),al_%,as_ppm,au_ppm,au_ppm(2),ba_ppm,be_ppm,bi_ppm,ca_%,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_%,cu_ppm,fe_%,ga_ppm,ge_ppm,hf_ppm,in_ppm,k_%,la_ppm,li_ppm,mg_%,mn_ppm,mo_ppm,na_%,nb_ppm,ni_ppm,p_ppm,pb_%,pb_ppm,rb_ppm,re_ppm,recvd_wt._kg,s_%,sb_ppm,sc_ppm,se_ppm,sn_ppm,sn_ppm(2),source_assays,sr_ppm,ta_ppm,te_ppm,th_ppm,ti_%,tl_ppm,u_ppm,v_ppm,w_ppm,y_ppm,zn_%,zn_ppm,zr_ppm
B300076,KM-20-02,944.5,948.0,287.9,289.0,Qtz-ser schist.,0,KM-20-02.xlsx,<1,0.0,4.64,<50,0.009,0.0,120,<10,<20,2.25,<10,0.0,<10,<10,0,0.0,60,2.35,<50,0.0,0,0.0,0.5,<50,0.0,5.09,620,<10,0.10,0,<10,<50,0.0,<20,0,0,2.32,<0.05,50,10,0,0.0,0,TU20037414.csv,30,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,240,0.0
B300077,KM-20-02,948.0,952.0,289.0,290.2,Concordant quartz vein in qtz-ser schist.,0,KM-20-02.xlsx,1,0.0,5.20,<50,0.039,0.0,90,<10,<20,5.17,<10,0.0,<10,10,0,0.0,490,2.6,<50,0.0,0,0.0,0.5,<50,0.0,7.59,1210,<10,0.11,0,<10,60,0.0,50,0,0,2.33,<0.05,390,10,0,0.0,0,TU20037414.csv,60,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,310,0.0
B300078,KM-20-02,952.0,955.5,290.2,291.2,Qtz-ser schist.,0,KM-20-02.xlsx,3,0.0,6.31,<50,0.077,0.0,50,<10,<20,3.65,<10,0.0,<10,<10,0,0.0,860,2.33,<50,0.0,0,0.0,0.4,<50,0.0,9.17,910,<10,0.13,0,<10,<50,0.0,170,0,0,4.44,0.08,630,10,0,0.0,0,TU20037414.csv,40,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,650,0.0
B300079,KM-20-02,955.5,960.0,291.2,292.6,Qtz-ser schist with a discordant quartz veinlet and qtz-feld vein breccia.,0,KM-20-02.xlsx,<1,0.0,5.12,<50,0.014,0.0,70,<10,<20,5.75,<10,0.0,10,<10,0,0.0,310,2.42,<50,0.0,0,0.0,0.3,<50,0.0,8.16,1540,<10,0.14,0,<10,50,0.0,30,0,0,4.79,0.05,240,10,0,0.0,0,TU20037414.csv,60,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,470,0.0
B300081,KM-20-02,960.0,965.0,292.6,294.1,Qtz-ser schist with conformable quartz veining. No sulfides.,0,KM-20-02.xlsx,<1,0.0,5.92,<50,0.012,0.0,<50,<10,<20,3.10,<10,0.0,10,<10,0,0.0,210,3.43,<50,0.0,0,0.0,0.1,<50,0.0,9.03,790,<10,0.05,0,<10,<50,0.0,<20,0,0,5.43,<0.05,150,10,0,0.0,0,TU20037414.csv,30,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,340,0.0
B300082,KM-20-02,965.0,967.0,294.1,294.7,Qtz-ser schist with conformable qtz-feld veining. No sulfide.,0,KM-20-02.xlsx,<1,0.0,4.35,<50,0.010,0.0,70,<10,<20,5.12,<10,0.0,10,<10,0,0.0,360,2.62,<50,0.0,0,0.0,0.4,<50,0.0,6.36,1530,<10,0.08,0,<10,60,0.0,<20,0,0,2.15,<0.05,240,10,0,0.0,0,TU20037414.csv,40,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,210,0.0
B300083,KM-20-02,967.0,968.5,294.7,295.2,Qtz-ser schist with several thin irregular streaks of py+cpy(blebs and clots).,0,KM-20-02.xlsx,3,0.0,1.65,5060,0.185,0.0,240,<10,<20,0.08,<10,0.0,20,<10,0,0.0,9190,1.67,<50,0.0,0,0.0,1.4,<50,0.0,0.57,130,<10,0.17,0,<10,<50,0.0,<20,0,0,1.97,1.60,2010,<10,0,0.0,0,TU20037414.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,310,0.0
B300084,KM-20-02,968.5,972.0,295.2,296.3,Qtz-ser schist with several thin irregular streaks of py+cpy(blebs and clots).,0,KM-20-02.xlsx,<1,0.0,1.60,1600,0.034,0.0,230,<10,<20,<0.05,<10,0.0,10,<10,0,0.0,4050,1.54,<50,0.0,0,0.0,1.3,<50,0.0,0.55,80,<10,0.15,0,<10,<50,0.0,<20,0,0,3.0,1.01,<50,<10,0,0.0,0,TU20037414.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,50,0.0
B300085,KM-20-02,972.0,977.0,296.3,297.8,Qtz-ser schist with several thin irregular streaks of py+cpy(blebs and clots).  Poor recovery.,0,KM-20-02.xlsx,1,0.0,1.53,2070,0.038,0.0,260,<10,<20,0.05,<10,0.0,10,<10,0,0.0,4970,1.17,<50,0.0,0,0.0,1.6,<50,0.0,0.46,60,<10,0.17,0,<10,<50,0.0,<20,0,0,1.7,0.87,<50,<10,0,0.0,0,TU20037414.csv,10,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,70,0.0
B300086,KM-20-02,977.0,980.5,297.8,298.9,Qtz-ser schist with several thin py+cpy conformable sreaks.,0,KM-20-02.xlsx,1,0.0,2.47,2860,0.158,0.0,290,<10,<20,<0.05,<10,0.0,10,<10,0,0.0,10250,2.05,<50,0.0,0,0.0,1.6,<50,0.0,0.59,90,<10,0.17,0,<10,<50,0.0,20,0,0,1.74,1.46,<50,<10,0,0.0,0,TU20037414.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,270,0.0
B300087,KM-20-02,980.5,982.0,298.9,299.3,Qtz-ser schist with a couple of thin py+cpy conformable bands.,0,KM-20-02.xlsx,<1,0.0,2.07,4430,0.155,0.0,280,<10,<20,<0.05,<10,0.0,20,<10,0,0.0,4180,1.47,<50,0.0,0,0.0,1.6,<50,0.0,0.5,70,<10,0.17,0,<10,<50,0.0,<20,0,0,1.44,0.75,<50,<10,0,0.0,0,TU20037414.csv,10,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,80,0.0
B300088,KM-20-02,982.0,984.0,299.3,299.9,"Qtz-ser-schist with thin (0.75"" thick conformable band of cpy+py).",0,KM-20-02.xlsx,1,0.0,1.98,8710,0.249,0.0,250,<10,<20,<0.05,<10,0.0,20,<10,0,0.0,3720,2.17,<50,0.0,0,0.0,1.5,<50,0.0,0.49,80,<10,0.16,0,<10,<50,0.0,140,0,0,1.75,1.67,80,<10,0,0.0,0,TU20037414.csv,<10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,310,0.0
B300089,KM-20-02,984.0,985.5,299.9,300.4,Qtz-ser-schist with thin very thin band of conformable band of cpy+py.,0,KM-20-02.xlsx,3,0.0,1.45,5950,0.198,0.0,250,<10,<20,<0.05,<10,0.0,10,<10,0,0.0,4480,0.94,<50,0.0,0,0.0,1.7,<50,0.0,0.25,40,<10,0.20,0,<10,<50,0.0,<20,0,0,1.75,0.69,640,<10,0,0.0,0,TU20037414.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,290,0.0
B300091,KM-20-02,985.5,983.0,300.4,299.6,"Qtz-ser schist with two thin(0.25"") conformable bands of py+cpy.",0,KM-20-02.xlsx,2,0.0,1.16,11200,0.283,0.0,200,<10,<20,<0.05,<10,0.0,10,<10,0,0.0,14000,2.75,<50,0.0,0,0.0,1.2,<50,0.0,0.19,20,<10,0.15,0,<10,<50,0.0,80,0,0,0.9,2.84,180,<10,0,0.0,0,TU20037414.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,990,0.0
B300030,KM-20-03,nan,nan,nan,nan,0,BLANK CDN-BL-10,KM-20-03.xlsx,<1,0.0,3.78,<50,<0.005,0.0,740,<10,<20,1.60,<10,0.0,<10,10,0,0.0,40,2.4,<50,0.0,0,0.0,1.1,<50,0.0,0.33,690,<10,3.33,0,10,410,0.0,<20,0,0,0.11,0.05,<50,<10,0,0.0,0,TU20017795.csv,160,0,0.0,<50,0.18,<50,<50,30,<50,0.0,0,40,0.0
B300040,KM-20-03,nan,nan,nan,nan,0,STD CDN-ME-1902,KM-20-03.xlsx,>200,336.0,3.29,1530,5.34,0.0,1860,<10,20,2.33,190,0.0,70,90,0,0.0,7650,17.4,<50,0.0,0,0.0,1.0,<50,0.0,1.32,1190,760,0.65,0,50,450,0.0,22100,0,0,0.11,>10.0,1000,10,0,0.0,0,TU20026565.csv,90,0,0.0,<50,0.17,<50,<50,130,<50,0.0,0,36100,0.0
B300050,KM-20-03,nan,nan,nan,nan,0,STD CDN-ME-1410,KM-20-03.xlsx,71,0.0,1.21,140,0.506,0.0,<50,<10,130,0.93,110,0.0,320,30,0,0.0,38500,28.5,<50,0.0,0,0.0,0.1,<50,0.0,1.96,790,10,0.09,0,60,80,0.0,2540,0,0,0.12,>10.0,<50,<10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,37400,0.0
B300031,KM-20-03,838.0,841.0,255.4,256.3,0,0,KM-20-03.xlsx,3,0.0,4.53,690,0.081,0.0,310,<10,<20,2.97,<10,0.0,20,10,0,0.0,3480,4.69,<50,0.0,0,0.0,1.8,<50,0.0,2.98,940,<10,0.27,0,10,290,0.0,400,0,0,2.47,1.20,60,20,0,0.0,0,TU20026565.csv,50,0,0.0,<50,0.14,<50,<50,70,<50,0.0,0,1020,0.0
B300028,KM-20-03,841.0,844.0,256.3,257.3,0,0,KM-20-03.xlsx,56,0.0,1.06,15350,1.790,0.0,50,<10,<20,4.21,40,0.0,400,<10,0,0.0,74200,24.7,<50,0.0,0,0.0,0.4,<50,0.0,2.33,1190,<10,0.07,0,<10,<50,0.0,1700,0,0,4.5,>10.0,560,<10,0,0.0,0,TU20017795.csv,30,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,11100,0.0
B300029,KM-20-03,844.0,846.5,257.3,258.0,0,0,KM-20-03.xlsx,168,0.0,3.43,23000,0.655,0.0,150,<10,<20,9.39,10,0.0,60,<10,0,0.0,12200,8.92,<50,0.0,0,0.0,0.8,<50,0.0,6.74,2200,<10,0.19,0,<10,70,0.0,630,0,0,3.41,3.75,3380,10,0,0.0,0,TU20017795.csv,80,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,2460,0.0
B300032,KM-20-03,846.5,850.0,258.0,259.1,0,0,KM-20-03.xlsx,11,0.0,5.01,12550,0.605,0.0,200,<10,30,1.60,20,0.0,110,10,0,0.0,15100,12.9,<50,0.0,0,0.0,1.2,<50,0.0,5.07,1150,<10,0.21,0,<10,<50,0.0,500,0,0,4.93,7.19,<50,10,0,0.0,0,TU20026565.csv,30,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,5370,0.0
B300033,KM-20-03,850.0,855.0,259.1,260.6,0,0,KM-20-03.xlsx,1,0.0,4.05,180,0.019,0.0,180,<10,<20,1.48,<10,0.0,10,<10,0,0.0,930,4.33,<50,0.0,0,0.0,1.3,<50,0.0,3.19,570,<10,0.16,0,<10,<50,0.0,30,0,0,4.38,0.32,<50,10,0,0.0,0,TU20026565.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,500,0.0
B300034,KM-20-03,855.0,860.5,260.6,262.3,0,0,KM-20-03.xlsx,1,0.0,3.48,50,0.010,0.0,150,<10,<20,1.13,<10,0.0,10,10,0,0.0,70,3.21,<50,0.0,0,0.0,1.0,<50,0.0,2.29,360,<10,0.13,0,<10,<50,0.0,<20,0,0,2.19,0.17,<50,10,0,0.0,0,TU20026565.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,90,0.0
B300092,KM-20-03,907.5,910.5,276.6,277.5,0,0,KM-20-03.xlsx,<1,0.0,4.52,<50,<0.005,0.0,90,<10,<20,5.24,<10,0.0,<10,<10,0,0.0,50,3.03,<50,0.0,0,0.0,0.5,<50,0.0,6.25,780,<10,0.09,0,<10,<50,0.0,<20,0,0,3.03,0.33,<50,10,0,0.0,0,TU20037414.csv,40,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,150,0.0
B300093,KM-20-03,910.5,915.5,277.5,279.0,0,0,KM-20-03.xlsx,<1,0.0,4.82,<50,<0.005,0.0,130,<10,<20,3.48,<10,0.0,<10,<10,0,0.0,20,2.54,<50,0.0,0,0.0,0.6,<50,0.0,5.52,680,<10,0.12,0,<10,<50,0.0,30,0,0,5.42,0.18,<50,10,0,0.0,0,TU20037414.csv,40,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,160,0.0
B300094,KM-20-03,915.5,918.5,279.0,280.0,0,0,KM-20-03.xlsx,<1,0.0,5.97,<50,0.009,0.0,70,<10,<20,6.63,<10,0.0,<10,<10,0,0.0,50,5.17,<50,0.0,0,0.0,0.4,<50,0.0,9.78,1190,<10,0.06,0,<10,100,0.0,190,0,0,2.94,0.75,<50,10,0,0.0,0,TU20037414.csv,60,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,290,0.0
B300095,KM-20-03,918.5,922.0,280.0,281.0,0,0,KM-20-03.xlsx,<1,0.0,5.97,<50,<0.005,0.0,140,<10,<20,2.04,<10,0.0,<10,<10,0,0.0,10,3.33,<50,0.0,0,0.0,0.6,<50,0.0,6.28,460,<10,0.09,0,<10,<50,0.0,<20,0,0,4.11,0.05,<50,10,0,0.0,0,TU20037414.csv,20,0,0.0,<50,0.06,<50,<50,<10,<50,0.0,0,230,0.0
B300096,KM-20-03,922.0,927.0,281.0,282.5,0,0,KM-20-03.xlsx,<1,0.0,5.56,120,0.087,0.0,90,<10,<20,2.64,10,0.0,10,<10,0,0.0,400,3.7,<50,0.0,0,0.0,0.5,<50,0.0,7.32,760,<10,0.07,0,<10,60,0.0,30,0,0,4.67,0.13,270,10,0,0.0,0,TU20037414.csv,40,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,2040,0.0
B300097,KM-20-03,927.0,932.0,282.5,284.1,0,0,KM-20-03.xlsx,<1,0.0,6.38,<50,0.006,0.0,<50,<10,<20,2.36,<10,0.0,10,<10,0,0.0,120,3.36,<50,0.0,0,0.0,0.3,<50,0.0,8.49,620,<10,0.11,0,<10,<50,0.0,<20,0,0,4.86,<0.05,80,10,0,0.0,0,TU20037414.csv,30,0,0.0,<50,0.06,<50,<50,<10,<50,0.0,0,300,0.0
B300035,KM-20-03,935.5,938.5,285.1,286.1,0,0,KM-20-03.xlsx,1,0.0,4.58,12550,0.361,0.0,220,<10,20,<0.05,<10,0.0,30,<10,0,0.0,11300,4.48,<50,0.0,0,0.0,1.0,<50,0.0,1.31,190,<10,0.15,0,<10,<50,0.0,<20,0,0,3.64,2.24,90,10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,80,0.0
B300036,KM-20-03,938.5,940.5,286.1,286.7,0,0,KM-20-03.xlsx,<1,0.0,2.43,1590,0.053,0.0,230,<10,<20,<0.05,<10,0.0,<10,<10,0,0.0,2570,1.58,<50,0.0,0,0.0,1.3,<50,0.0,0.6,90,<10,0.15,0,<10,<50,0.0,<20,0,0,2.05,0.53,60,<10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,50,0.0
B300037,KM-20-03,940.5,942.0,286.7,287.1,0,0,KM-20-03.xlsx,<1,0.0,3.54,21000,0.709,0.0,240,<10,<20,<0.05,<10,0.0,30,10,0,0.0,7110,4.3,<50,0.0,0,0.0,1.5,<50,0.0,0.8,140,<10,0.17,0,<10,<50,0.0,40,0,0,1.47,2.56,210,10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,90,0.0
B300038,KM-20-03,942.0,947.0,287.1,288.6,0,0,KM-20-03.xlsx,<1,0.0,4.21,2320,0.076,0.0,290,<10,<20,0.18,<10,0.0,10,10,0,0.0,990,2.71,<50,0.0,0,0.0,1.0,<50,0.0,1.5,410,<10,0.13,0,<10,<50,0.0,<20,0,0,4.95,0.32,130,10,0,0.0,0,TU20026565.csv,20,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,90,0.0
B300039,KM-20-03,947.0,948.5,288.6,289.1,0,0,KM-20-03.xlsx,1,0.0,3.52,9200,0.420,0.0,220,<10,<20,<0.05,<10,0.0,60,10,0,0.0,1610,2.98,<50,0.0,0,0.0,1.1,<50,0.0,0.98,150,<10,0.13,0,<10,<50,0.0,<20,0,0,1.85,1.40,940,10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,190,0.0
B300041,KM-20-03,948.5,952.0,289.1,290.2,0,0,KM-20-03.xlsx,1,0.0,1.62,2020,0.111,0.0,230,<10,<20,<0.05,<10,0.0,10,10,0,0.0,530,1.45,<50,0.0,0,0.0,1.3,<50,0.0,0.76,70,<10,0.13,0,<10,<50,0.0,30,0,0,3.99,0.35,300,<10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,110,0.0
B300042,KM-20-03,952.0,956.5,290.2,291.5,0,0,KM-20-03.xlsx,<1,0.0,2.01,930,0.085,0.0,240,<10,<20,<0.05,<10,0.0,10,10,0,0.0,960,1.53,<50,0.0,0,0.0,1.3,<50,0.0,0.75,60,10,0.14,0,<10,<50,0.0,30,0,0,3.94,0.60,280,<10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,180,0.0
B300043,KM-20-03,956.5,958.5,291.5,292.2,0,0,KM-20-03.xlsx,<1,0.0,3.38,4380,0.157,0.0,230,<10,<20,0.06,<10,0.0,20,10,0,0.0,760,2.61,<50,0.0,0,0.0,1.1,<50,0.0,1.17,210,<10,0.14,0,<10,<50,0.0,30,0,0,1.62,0.75,180,10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,160,0.0
B300044,KM-20-03,958.5,960.0,292.2,292.6,0,0,KM-20-03.xlsx,2,0.0,3.82,6170,0.188,0.0,170,<10,40,0.20,10,0.0,90,10,0,0.0,24300,6.1,<50,0.0,0,0.0,0.9,<50,0.0,1.88,510,<10,0.13,0,<10,<50,0.0,380,0,0,2.26,2.99,780,10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,1470,0.0
B300045,KM-20-03,960.0,962.0,292.6,293.2,0,0,KM-20-03.xlsx,<1,0.0,2.09,90,0.008,0.0,210,<10,<20,0.08,<10,0.0,<10,10,0,0.0,180,1.3,<50,0.0,0,0.0,1.4,<50,0.0,0.83,90,<10,0.14,0,<10,<50,0.0,<20,0,0,2.22,0.05,<50,<10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,60,0.0
B300046,KM-20-03,962.0,967.0,293.2,294.7,0,0,KM-20-03.xlsx,1,0.0,2.67,440,0.024,0.0,210,<10,<20,0.20,<10,0.0,<10,10,0,0.0,550,1.66,<50,0.0,0,0.0,1.2,<50,0.0,1.14,170,<10,0.14,0,<10,<50,0.0,<20,0,0,5.63,0.16,60,<10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,110,0.0
B300047,KM-20-03,967.0,969.0,294.7,295.4,0,0,KM-20-03.xlsx,<1,0.0,2.76,550,0.041,0.0,210,<10,<20,0.11,<10,0.0,10,10,0,0.0,160,1.74,<50,0.0,0,0.0,1.2,<50,0.0,1.03,190,<10,0.15,0,<10,<50,0.0,20,0,0,2.28,0.31,<50,<10,0,0.0,0,TU20026565.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,70,0.0
B300048,KM-20-03,969.0,970.5,295.4,295.8,0,0,KM-20-03.xlsx,6,0.0,4.58,19300,0.795,0.0,210,<10,20,0.16,40,0.0,40,10,0,0.0,13500,6.7,<50,0.0,0,0.0,1.0,<50,0.0,1.51,370,<10,0.18,0,<10,<50,0.0,550,0,0,1.98,4.85,80,10,0,0.0,0,TU20026565.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,9130,0.0
B300049,KM-20-03,970.5,972.0,295.8,296.3,0,0,KM-20-03.xlsx,<1,0.0,2.62,950,0.074,0.0,270,<10,<20,0.10,<10,0.0,10,10,0,0.0,1530,2.05,<50,0.0,0,0.0,1.8,<50,0.0,0.89,100,<10,0.26,0,<10,390,0.0,20,0,0,2.14,1.21,<50,10,0,0.0,0,TU20026565.csv,20,0,0.0,<50,0.11,<50,<50,30,<50,0.0,0,310,0.0
B300100,KM-20-03A,nan,nan,nan,nan,STD CDN-ME-1410,STD CDN-ME-1410,KM-20-03A.xlsx,66,0.0,1.13,210,0.551,0.0,<50,<10,90,0.87,100,0.0,300,20,0,0.0,36500,27.4,<50,0.0,0,0.0,0.1,<50,0.0,1.86,770,10,0.07,0,50,80,0.0,2370,0,0,0.11,>10.0,<50,<10,0,0.0,0,TU20037414.csv,10,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,35600,0.0
B300130,KM-20-03A,nan,nan,nan,nan,STD CDN-ME-1410,STD CDN-ME-1410,KM-20-03A.xlsx,71,0.0,1.19,160,0.560,0.0,<50,<10,100,0.95,110,0.0,310,30,0,0.0,38800,29.4,<50,0.0,0,0.0,0.1,<50,0.0,2.06,810,10,0.08,0,60,130,0.0,2520,0,0,0.11,>10.0,<50,<10,0,0.0,0,TU20055570.csv,<10,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,38000,0.0
B300122,KM-20-03A,673.0,677.5,205.1,206.5,Qtz-ser schist. No sulfide.,0,KM-20-03A.xlsx,<1,0.0,5.48,140,0.009,0.0,640,<10,<20,7.10,<10,0.0,40,240,0,0.0,140,7.46,<50,0.0,0,0.0,0.7,<50,0.0,4.28,1410,<10,1.39,0,130,580,0.0,<20,0,0,4.95,0.12,<50,30,0,0.0,0,TU20055570.csv,150,0,0.0,<50,0.41,<50,<50,290,<50,0.0,0,120,0.0
B300123,KM-20-03A,677.5,680.0,206.5,207.3,"Ser-qtz schist with concordant qtz-feld vein (up to  0.25"" thick).  Emerald green mica(fuchsite?) in one of the veins.",0,KM-20-03A.xlsx,<1,0.0,4.22,130,0.005,0.0,400,<10,<20,6.35,<10,0.0,30,90,0,0.0,40,7.44,<50,0.0,0,0.0,1.0,<50,0.0,3.4,1430,<10,0.79,0,60,280,0.0,<20,0,0,2.82,0.05,<50,20,0,0.0,0,TU20055570.csv,120,0,0.0,<50,0.23,<50,<50,190,<50,0.0,0,70,0.0
B300124,KM-20-03A,680.0,683.0,207.3,208.2,Qtz-ser schist. Tan-brn sericite.,0,KM-20-03A.xlsx,<1,0.0,6.06,120,<0.005,0.0,1040,<10,<20,5.72,<10,0.0,40,110,0,0.0,130,7.34,<50,0.0,0,0.0,1.0,<50,0.0,3.22,1160,<10,1.44,0,80,410,0.0,<20,0,0,3.22,0.16,<50,30,0,0.0,0,TU20055570.csv,130,0,0.0,<50,0.36,<50,<50,260,<50,0.0,0,90,0.0
B300125,KM-20-03A,683.0,687.5,208.2,209.6,Silicified schist(breccia) with traces of py.,0,KM-20-03A.xlsx,<1,0.0,3.58,<50,<0.005,0.0,270,<10,<20,2.52,<10,0.0,10,20,0,0.0,50,3.02,<50,0.0,0,0.0,0.7,<50,0.0,1.02,600,<10,2.40,0,10,300,0.0,20,0,0,4.16,0.29,<50,10,0,0.0,0,TU20055570.csv,90,0,0.0,<50,0.11,<50,<50,30,<50,0.0,0,30,0.0
B300126,KM-20-03A,687.5,690.0,209.6,210.3,"Variably silicified, ser-qtz schist.",0,KM-20-03A.xlsx,<1,0.0,4.34,<50,0.005,0.0,380,<10,<20,1.27,<10,0.0,10,30,0,0.0,40,3.17,<50,0.0,0,0.0,0.8,<50,0.0,1.26,460,40,1.67,0,<10,200,0.0,<20,0,0,3.61,<0.05,<50,10,0,0.0,0,TU20055570.csv,80,0,0.0,<50,0.09,<50,<50,40,<50,0.0,0,50,0.0
B300127,KM-20-03A,745.0,749.0,227.1,228.3,Graph-ser-qtz schist with green mica(fuchsite?).,0,KM-20-03A.xlsx,<1,0.0,5.74,70,<0.005,0.0,540,<10,<20,4.54,<10,0.0,20,110,0,0.0,50,5.93,<50,0.0,0,0.0,0.9,<50,0.0,2.74,1910,<10,0.86,0,40,320,0.0,<20,0,0,3.54,0.17,<50,20,0,0.0,0,TU20055570.csv,130,0,0.0,<50,0.16,<50,<50,120,<50,0.0,0,70,0.0
B300128,KM-20-03A,749.0,753.0,228.3,229.5,Graph-ser-qtz schist with euhedral py(diagenetic?).,0,KM-20-03A.xlsx,<1,0.0,3.19,120,<0.005,0.0,170,<10,<20,6.17,<10,0.0,20,90,0,0.0,130,9.03,<50,0.0,0,0.0,0.6,<50,0.0,3.77,1900,<10,0.45,0,80,830,0.0,20,0,0,3.87,1.44,<50,20,0,0.0,0,TU20055570.csv,120,0,0.0,<50,0.29,<50,<50,170,<50,0.0,0,150,0.0
B300129,KM-20-03A,777.0,782.5,236.8,238.5,Graph-ser-qtz schist with euhedral py(diagenetic?).,0,KM-20-03A.xlsx,<1,0.0,4.86,720,<0.005,0.0,280,<10,<20,4.78,<10,0.0,40,180,0,0.0,120,9.68,<50,0.0,0,0.0,0.9,<50,0.0,3.34,3560,<10,0.69,0,120,720,0.0,<20,0,0,5.1,1.31,<50,20,0,0.0,0,TU20055570.csv,120,0,0.0,<50,0.39,<50,<50,200,<50,0.0,0,130,0.0
B300131,KM-20-03A,782.5,787.5,238.5,240.0,Graph-ser-qtz schist with euhedral py(diagenetic?).,0,KM-20-03A.xlsx,<1,0.0,4.56,650,0.005,0.0,260,<10,<20,5.86,<10,0.0,40,260,0,0.0,190,9.34,<50,0.0,0,0.0,0.9,<50,0.0,3.72,4090,<10,0.72,0,170,730,0.0,<20,0,0,4.68,1.21,<50,20,0,0.0,0,TU20055570.csv,140,0,0.0,<50,0.33,<50,<50,190,<50,0.0,0,210,0.0
B300132,KM-20-03A,787.5,790.0,240.0,240.8,Graph-ser-qtz schist. Pyritic.,0,KM-20-03A.xlsx,<1,0.0,4.35,300,<0.005,0.0,240,<10,<20,5.56,<10,0.0,40,240,0,0.0,150,8.05,<50,0.0,0,0.0,0.8,<50,0.0,3.85,3040,<10,0.73,0,160,590,0.0,30,0,0,2.52,0.85,60,20,0,0.0,0,TU20055570.csv,150,0,0.0,<50,0.29,<50,<50,170,<50,0.0,0,150,0.0
B300101,KM-20-03A,813.0,818.0,247.8,249.3,"Qtz-ser schist with one thin(0.25"" thick) qtz veinlet. No sulfide.",0,KM-20-03A.xlsx,<1,0.0,4.97,150,<0.005,0.0,240,<10,<20,5.44,<10,0.0,40,410,0,0.0,100,6.73,<50,0.0,0,0.0,1.0,<50,0.0,6.51,1150,<10,0.21,0,290,540,0.0,<20,0,0,3.67,0.05,<50,20,0,0.0,0,TU20043228.csv,120,0,0.0,<50,0.23,<50,<50,180,<50,0.0,0,110,0.0
B300102,KM-20-03A,818.0,823.0,249.3,250.9,Qtz-ser schist. Very very poor recovery.,0,KM-20-03A.xlsx,<1,0.0,5.69,90,<0.005,0.0,370,<10,<20,3.95,<10,0.0,40,190,0,0.0,30,6.25,<50,0.0,0,0.0,1.6,<50,0.0,5.39,1110,<10,0.30,0,70,440,0.0,<20,0,0,0.62,0.14,<50,30,0,0.0,0,TU20043228.csv,70,0,0.0,<50,0.14,<50,<50,200,<50,0.0,0,120,0.0
