sample_id,hole_id,from_ft,to_ft,from_m,to_m,description,qaqc,source_samples,ag_ppm,ag_ppm(2),al_%,as_ppm,au_ppm,au_ppm(2),ba_ppm,be_ppm,bi_ppm,ca_%,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_%,cu_ppm,fe_%,ga_ppm,ge_ppm,hf_ppm,in_ppm,k_%,la_ppm,li_ppm,mg_%,mn_ppm,mo_ppm,na_%,nb_ppm,ni_ppm,p_ppm,pb_%,pb_ppm,rb_ppm,re_ppm,recvd_wt._kg,s_%,sb_ppm,sc_ppm,se_ppm,sn_ppm,sn_ppm(2),source_assays,sr_ppm,ta_ppm,te_ppm,th_ppm,ti_%,tl_ppm,u_ppm,v_ppm,w_ppm,y_ppm,zn_%,zn_ppm,zr_ppm
C523375,KM-21-27B,2293.0,2298.0,698.9,700.4,"gray schist, minor black chlorite; 15% pyrite, 0.1 chalcopyrite, 1% sphalerite; 0.5% very fine galena",0,KM-21-27B.xlsx,9,0.0,4.81,1400,0.278,0.0,<50,<10,<20,5.03,40,0.0,<10,10,0,0.0,1220,16.9,<50,0.0,0,0.0,<0.1,<50,0.0,8.58,1170,<10,<0.05,0,10,<50,0.0,7760,0,0,7.76,9.80,<50,10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,18700,0.0
C523376,KM-21-27B,2298.0,2303.0,700.4,702.0,"gray schist, minor black chlorite; 15% pyrite, 0.1 chalcopyrite, 1% sphalerite; 0.5% very fine galena",0,KM-21-27B.xlsx,30,0.0,3.05,15350,1.540,0.0,<50,<10,<20,7.17,90,0.0,20,10,0,0.0,4830,16.95,<50,0.0,0,0.0,<0.1,<50,0.0,7.77,1420,<10,<0.05,0,<10,70,0.0,4140,0,0,7.87,>10.0,170,10,0,0.0,0,TU21159498.csv,40,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,38800,0.0
C523377,KM-21-27B,2303.0,2308.0,702.0,703.5,"gray schist, minor black chlorite; 20% fine pyrite, 1-2% chalcopyrite, 3-5% sphalerite",0,KM-21-27B.xlsx,10,0.0,3.62,2480,0.342,0.0,<50,<10,<20,2.73,290,0.0,20,10,0,0.0,2550,18.85,<50,0.0,0,0.0,0.2,<50,0.0,4.67,940,<10,<0.05,0,10,180,0.0,1070,0,0,7.35,>10.0,<50,10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,0.08,<50,<50,90,<50,0.0,0,94700,0.0
C523378,KM-21-27B,2308.0,2311.0,703.5,704.4,"semi-massive in gray schist; 30-40% very fine pyrite, 2-3% chalcopyrite, 3-5% sphalerite, 1-2% ultrafine tetrahedrite-tennantite, 1% galena",0,KM-21-27B.xlsx,131,0.0,0.37,11950,2.02,0.0,<50,<10,<20,3.65,120,0.0,20,<10,0,0.0,7910,27.4,<50,0.0,0,0.0,<0.1,<50,0.0,2.57,2550,10,<0.05,0,10,<50,0.0,23000,0,0,4.79,>10.0,260,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,53700,0.0
C523379,KM-21-27B,2311.0,2316.0,704.4,705.9,"semi-massive in gray schist; 30-40% very fine pyrite, 3-5% chalcopyrite, 3-5% sphalerite, 1-2% ultrafine tetrahedrite-tennantite, 1% galena",0,KM-21-27B.xlsx,88,0.0,<0.05,5780,2.10,0.0,<50,<10,<20,9.35,230,0.0,20,<10,0,0.0,15500,20.7,<50,0.0,0,0.0,<0.1,<50,0.0,3.84,3030,10,<0.05,0,<10,<50,0.0,4190,0,0,8.5,>10.0,200,<10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,82100,0.0
C523381,KM-21-27B,2316.0,2321.0,705.9,707.4,"semi-massive in gray schist; 40-50% pyrite, 3-5% chalcopyrite, 5-7% sphalerite",0,KM-21-27B.xlsx,116,0.0,0.75,6130,2.63,0.0,<50,<10,<20,8.57,330,0.0,30,<10,0,0.0,6520,16.25,<50,0.0,0,0.0,0.1,<50,0.0,4.26,3840,10,<0.05,0,10,70,0.0,960,0,0,7.3,>10.0,110,<10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,12.45,>100000,0.0
C523382,KM-21-27B,2321.0,2326.0,707.4,709.0,"gray schist, trace black chlorite; 20% pyrite, 3-5% chalcopyrite, 15-20% sphalerite, 1-2% galena",0,KM-21-27B.xlsx,85,0.0,0.10,9030,3.30,0.0,<50,<10,<20,8.93,450,0.0,30,<10,0,0.0,10300,13.8,<50,0.0,0,0.0,<0.1,<50,0.0,4.55,5680,10,<0.05,0,10,<50,0.0,17250,0,0,7.79,>10.0,170,<10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,17.45,>100000,0.0
C523383,KM-21-27B,2326.0,2331.0,709.0,710.5,"semi-massive to massive sulfide; 40-60% pyrite, 5% chalcopyrite, 7-10% sphalerite; 1-2% fine galena",0,KM-21-27B.xlsx,78,0.0,0.07,25500,3.39,0.0,<50,<10,<20,2.57,200,0.0,<10,10,0,0.0,13100,26.2,<50,0.0,0,0.0,<0.1,<50,0.0,1.96,1520,<10,<0.05,0,<10,<50,0.0,14500,0,0,7.39,>10.0,720,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,84300,0.0
C523384,KM-21-27B,2331.0,2336.0,710.5,712.0,"massive sulfide; 30-40% pyrite, 30-40% sphalerite, 2-3% fine chalcopyrite, 2-3% galena",0,KM-21-27B.xlsx,82,0.0,<0.05,44800,6.41,0.0,<50,<10,<20,0.19,260,0.0,30,<10,0,0.0,7430,32.5,<50,0.0,0,0.0,<0.1,<50,0.0,1.24,970,<10,<0.05,0,<10,<50,0.0,6130,0,0,10.0,>10.0,380,<10,0,0.0,0,TU21159498.csv,<10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,94500,0.0
C523385,KM-21-27B,2336.0,2341.0,712.0,713.5,"massive sulfide; 30-40% pyrite, 30-40% sphalerite, 2-3% fine chalcopyrite, 2-3% galena",0,KM-21-27B.xlsx,35,0.0,<0.05,49900,4.06,0.0,<50,<10,<20,3.45,140,0.0,<10,<10,0,0.0,5820,30.1,<50,0.0,0,0.0,<0.1,<50,0.0,2.23,1720,<10,<0.05,0,<10,<50,0.0,11000,0,0,8.49,>10.0,370,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,55100,0.0
C523386,KM-21-27B,2341.0,2346.0,713.5,715.1,"massive sulfide; 40-60% pyrite, 20-30% sphalerite, 5-7% arsenopyrite;  2-3% fine chalcopyrite, 2-3% galena",0,KM-21-27B.xlsx,52,0.0,<0.05,17250,2.66,0.0,<50,<10,<20,0.95,190,0.0,20,<10,0,0.0,4610,32.0,<50,0.0,0,0.0,<0.1,<50,0.0,2.1,690,<10,<0.05,0,<10,<50,0.0,11200,0,0,8.89,>10.0,190,<10,0,0.0,0,TU21159498.csv,<10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,71600,0.0
C523387,KM-21-27B,2346.0,2351.0,715.1,716.6,"massive sulfide; 30-40% pyrite, 30-40% sphalerite;  2-3% fine chalcopyrite, 2-3% galena",0,KM-21-27B.xlsx,73,0.0,<0.05,23500,5.59,0.0,<50,<10,<20,1.95,330,0.0,20,<10,0,0.0,5230,28.4,<50,0.0,0,0.0,<0.1,<50,0.0,1.34,1650,<10,<0.05,0,<10,<50,0.0,10700,0,0,9.08,>10.0,260,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,12.75,>100000,0.0
C523388,KM-21-27B,2351.0,2356.0,716.6,718.1,"massive sulfide; 30-40% pyrite, 30-40% sphalerite;  2-3% fine chalcopyrite, 2-3% galena , 2-3% ultrafine tetrahedrite-tennantite?",0,KM-21-27B.xlsx,58,0.0,0.07,25100,4.82,0.0,<50,<10,<20,7.56,280,0.0,10,<10,0,0.0,4730,20.3,<50,0.0,0,0.0,<0.1,<50,0.0,3.49,4680,<10,<0.05,0,10,<50,0.0,29000,0,0,7.67,>10.0,560,<10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,12.40,>100000,0.0
C523389,KM-21-27B,2356.0,2361.0,718.1,719.6,"massive sulfide; 50-60% pyrite, 10-20% sphalerite;  3-5% chalcopyrite, 2-3% ultrafine galena ?, 2-3% ultrafine tetrahedrite-tennantite?",0,KM-21-27B.xlsx,125,0.0,<0.05,59000,7.53,0.0,<50,<10,<20,2.84,290,0.0,10,<10,0,0.0,5830,29.1,<50,0.0,0,0.0,<0.1,<50,0.0,1.19,2480,<10,<0.05,0,<10,<50,0.0,16300,0,0,9.06,>10.0,740,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,10.90,>100000,0.0
C523391,KM-21-27B,2361.0,2365.0,719.6,720.8,"massive sulfide; 50-60% pyrite, 10-20% sphalerite;  3-5% chalcopyrite, 2-3% ultrafine galena ?, 2-3% ultrafine tetrahedrite-tennantite?",0,KM-21-27B.xlsx,>200,245.0,0.11,27300,>10.0,13.5,<50,<10,<20,4.87,300,0.0,30,<10,0,0.0,7120,27.0,<50,0.0,0,0.0,<0.1,<50,0.0,2.24,2030,<10,<0.05,0,10,<50,0.0,8590,0,0,7.07,>10.0,330,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,10.80,>100000,0.0
C523392,KM-21-27B,2365.0,2369.0,720.8,722.1,"massive sulfide; 40-50% pyrite, 30% sphalerite;  3-5% chalcopyrite, 3-5% ultrafine galena ?, 2-3% ultrafine tetrahedrite-tennantite?",0,KM-21-27B.xlsx,38,0.0,5.18,4360,0.301,0.0,<50,<10,<20,4.54,30,0.0,50,<10,0,0.0,28800,16.35,<50,0.0,0,0.0,<0.1,<50,0.0,8.1,2060,<10,<0.05,0,<10,120,0.0,620,0,0,6.85,7.93,440,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,9590,0.0
C523393,KM-21-27B,2369.0,2372.0,722.1,723.0,"light gray schist; 5-7% fine pyrite, 1% irregular chalcopyrite",0,KM-21-27B.xlsx,33.5,0.0,4.87,3600,0,0.0,<10,0.18,7.93,4.41,28.7,21.6,47.4,3,0.33,0.0,>10000,16.5,17.5,0.41,1.7,7.06,<0.01,9.8,62.8,7.82,1970,2.76,0.01,1.6,0.8,110,0.0,576,0.1,<0.002,0.0,8.1,349,11.2,162,8.4,0.01,TU22037877.csv,25.7,0.09,23.9,1.68,0.046,0.03,1.6,6,2.6,8.5,0,9010,59.2
C523394,KM-21-27B,2372.0,2376.0,723.0,724.2,"light gray schist; 5-7% fine pyrite, 3-5% chalcopyrite, irregular 'veinlets'",0,KM-21-27B.xlsx,22,0.0,5.91,6150,0.293,0.0,<50,<10,20,3.18,10,0.0,200,<10,0,0.0,52000,19.95,<50,0.0,0,0.0,<0.1,<50,0.0,5.98,1700,<10,<0.05,0,<10,140,0.0,110,0,0,6.23,8.93,70,10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,0.06,<50,<50,10,<50,0.0,0,1890,0.0
C523395,KM-21-27B,2376.0,2381.0,724.2,725.7,"semi-massive in light gray silicified schist and/or exhalite?; 30-40% pyrite, 1% fine chalcopyrite; may have 1-2% sulfides too fine to identify",0,KM-21-27B.xlsx,11,0.0,1.33,4260,0.316,0.0,<50,<10,<20,0.70,<10,0.0,240,<10,0,0.0,22300,33.0,<50,0.0,0,0.0,0.2,<50,0.0,1.61,1230,<10,0.10,0,<10,<50,0.0,240,0,0,8.84,>10.0,<50,<10,0,0.0,0,TU21159498.csv,<10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,1310,0.0
C523396,KM-21-27B,2381.0,2385.0,725.7,727.0,"semi-massive in light gray silicified schist and/or exhalite?; 40-60% pyrite, 1% fine chalcopyrite; may have 1-2% sulfides too fine to identify",0,KM-21-27B.xlsx,7,0.0,1.22,1120,0.238,0.0,<50,<10,<20,1.70,<10,0.0,80,10,0,0.0,9790,32.5,<50,0.0,0,0.0,0.3,<50,0.0,1.66,1400,10,0.12,0,10,60,0.0,140,0,0,5.96,>10.0,<50,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,20,<50,0.0,0,350,0.0
C523397,KM-21-27B,2385.0,2388.0,727.0,727.9,"light gray schist (+ exhalite?); 3-5% fine pyrite, 5-7% stringer chalcopyrite",0,KM-21-27B.xlsx,23,0.0,2.92,850,0.076,0.0,100,<10,<20,7.57,<10,0.0,50,10,0,0.0,77500,12.95,<50,0.0,0,0.0,0.7,<50,0.0,3.07,2830,<10,0.22,0,<10,200,0.0,180,0,0,4.07,7.36,220,10,0,0.0,0,TU21159498.csv,40,0,0.0,<50,<0.05,<50,<50,40,<50,0.0,0,620,0.0
C523398,KM-21-27B,2388.0,2392.0,727.9,729.1,"light gray schist (+ exhalite?); 15-20% pyrite, overall 20% stringer chalcopyrite (one 6-inch zone of ~60%?)",0,KM-21-27B.xlsx,29.5,0.0,0.79,1330,0,0.0,10,0.05,6.46,2.33,7.12,4.28,81.9,5,0.15,0.0,>10000,21.0,7.33,0.84,0.3,6.06,0.09,1.8,6.2,1.45,1480,1.41,0.05,0.3,0.9,30,0.0,341,1.8,<0.002,0.0,>10.0,70.5,1.7,386,13.5,0.02,TU22037877.csv,10,<0.05,2.84,0.23,0.009,0.23,0.3,1,1.3,2.1,0,2180,8.3
C523399,KM-21-27B,2392.0,2397.0,729.1,730.6,light gray schist (+ exhalite?); 5-7% chalcopyrite,0,KM-21-27B.xlsx,44,0.0,1.49,1570,0.347,0.0,<50,<10,20,6.68,10,0.0,180,<10,0,0.0,81000,16.3,<50,0.0,0,0.0,0.2,<50,0.0,3.39,1990,<10,0.11,0,<10,60,0.0,650,0,0,8.61,>10.0,280,<10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,2400,0.0
C523401,KM-21-27B,2397.0,2402.0,730.6,732.1,light gray schist (+ exhalite?); 2-3% chalcopyrite,0,KM-21-27B.xlsx,17,0.0,2.24,4110,0.302,0.0,<50,<10,30,3.37,70,0.0,200,10,0,0.0,21100,15.05,<50,0.0,0,0.0,0.3,<50,0.0,2.21,1220,<10,0.25,0,<10,<50,0.0,700,0,0,6.8,>10.0,200,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,20800,0.0
C523402,KM-21-27B,2402.0,2407.0,732.1,733.6,"light gray schist (+ exhalite?); 5-7% chalcopyrite, 5% pyrite",0,KM-21-27B.xlsx,12,0.0,2.52,19250,0.340,0.0,<50,<10,<20,3.71,20,0.0,430,<10,0,0.0,30300,19.85,<50,0.0,0,0.0,0.3,<50,0.0,2.49,1510,10,0.26,0,<10,<50,0.0,1890,0,0,8.15,>10.0,80,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,7560,0.0
C523403,KM-21-27B,2407.0,2412.0,733.6,735.2,"light gray schist (+ exhalite?); 5-7% chalcopyrite, 7-10% pyrite, 2-3% tetrahedrite-tennantite, 1-2% galena?",0,KM-21-27B.xlsx,13,0.0,1.74,11200,0.291,0.0,<50,<10,<20,5.84,10,0.0,130,<10,0,0.0,37800,16.35,<50,0.0,0,0.0,0.2,<50,0.0,2.49,1910,<10,0.23,0,<10,<50,0.0,840,0,0,7.42,>10.0,80,<10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,3160,0.0
C523404,KM-21-27B,2412.0,2415.5,735.2,736.2,"light gray schist (+ exhalite?); 1% chalcopyrite, 5-7% pyrite, 1-2% galena?",0,KM-21-27B.xlsx,11,0.0,1.54,13850,0.441,0.0,<50,<10,<20,3.30,10,0.0,140,10,0,0.0,46600,14.0,<50,0.0,0,0.0,0.2,<50,0.0,1.62,1200,<10,0.20,0,<10,<50,0.0,240,0,0,4.17,>10.0,70,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,2190,0.0
C523405,KM-21-27B,2415.5,2418.5,736.2,737.2,"semi-massive in light gray schist; 50% pyrite, 20% fine chalcopyrite; may have 1-2% tetrahedrite-tennantite or galena (too fine to identify)",0,KM-21-27B.xlsx,21,0.0,0.87,8220,0.523,0.0,<50,<10,40,1.05,<10,0.0,360,<10,0,0.0,64800,22.4,<50,0.0,0,0.0,0.1,<50,0.0,1.05,1020,<10,0.13,0,<10,<50,0.0,80,0,0,5.86,>10.0,120,<10,0,0.0,0,TU21159498.csv,<10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,1230,0.0
C523406,KM-21-27B,2418.5,2422.0,737.2,738.2,"stringer and some semi-massive in light gray schist; 20% pyrite, 5-7% chalcopyrite; 5-7% tetrahedrite-tennantite, 3-5% galena",0,KM-21-27B.xlsx,12,0.0,0.99,31800,1.085,0.0,<50,<10,<20,0.54,10,0.0,270,10,0,0.0,39900,20.4,<50,0.0,0,0.0,0.2,<50,0.0,0.97,950,<10,0.11,0,<10,<50,0.0,120,0,0,4.66,>10.0,100,<10,0,0.0,0,TU21159498.csv,<10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,1490,0.0
C523407,KM-21-27B,2422.0,2427.0,738.2,739.8,"stringer and some semi-massive in light gray schist; 15-20% pyrite, 3-5% chalcopyrite; 3-5% very fine galena",0,KM-21-27B.xlsx,8,0.0,3.46,14050,0.493,0.0,120,<10,<20,1.92,30,0.0,30,<10,0,0.0,9460,15.45,<50,0.0,0,0.0,0.7,<50,0.0,1.11,1260,<10,0.48,0,<10,140,0.0,1390,0,0,6.8,>10.0,170,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,10950,0.0
C523408,KM-21-27B,2427.0,2432.0,739.8,741.3,very light gray schist; 5% pyrite in laminations/bands,0,KM-21-27B.xlsx,21,0.0,3.35,6100,0.386,0.0,110,<10,<20,3.26,30,0.0,10,10,0,0.0,800,8.89,<50,0.0,0,0.0,0.7,<50,0.0,1.34,1520,10,0.44,0,<10,100,0.0,2210,0,0,6.62,8.22,370,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,13900,0.0
C523409,KM-21-27B,2432.0,2437.0,741.3,742.8,"very light gray schist; 5% pyrite in laminations/bands, trace black chlorite",0,KM-21-27B.xlsx,27,0.0,4.13,970,0.108,0.0,180,<10,<20,4.70,10,0.0,<10,10,0,0.0,110,6.05,<50,0.0,0,0.0,0.9,<50,0.0,1.92,1780,10,0.58,0,<10,100,0.0,5900,0,0,6.24,5.52,100,10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.08,<50,<50,20,<50,0.0,0,11000,0.0
C523411,KM-21-27B,2437.0,2442.0,742.8,744.3,"very light gray schist; 7-10% pyrite, <1% galena",0,KM-21-27B.xlsx,8,0.0,4.96,670,0.086,0.0,240,<10,<20,2.87,10,0.0,<10,10,0,0.0,80,10.95,<50,0.0,0,0.0,1.3,<50,0.0,0.92,1070,10,1.14,0,<10,220,0.0,2630,0,0,6.3,>10.0,80,10,0,0.0,0,TU21159498.csv,40,0,0.0,<50,0.08,<50,<50,10,<50,0.0,0,9910,0.0
C523412,KM-21-27B,2442.0,2447.0,744.3,745.8,very light gray schist; 7-10% pyrite,0,KM-21-27B.xlsx,21,0.0,5.02,1950,0.148,0.0,190,<10,<20,3.58,10,0.0,<10,10,0,0.0,190,14.05,<50,0.0,0,0.0,1.1,<50,0.0,1.37,1200,<10,0.85,0,<10,370,0.0,2930,0,0,6.39,>10.0,230,10,0,0.0,0,TU21159498.csv,40,0,0.0,<50,0.07,<50,<50,10,<50,0.0,0,7740,0.0
C523413,KM-21-27B,2447.0,2452.0,745.8,747.4,very light gray schist; <1% pyrite,0,KM-21-27B.xlsx,37,0.0,2.21,1910,0.193,0.0,90,<10,<20,2.46,20,0.0,<10,30,0,0.0,240,5.27,<50,0.0,0,0.0,0.6,<50,0.0,0.96,830,<10,0.27,0,<10,90,0.0,5380,0,0,6.7,5.06,240,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,13400,0.0
C523414,KM-21-27B,2452.0,2457.0,747.4,748.9,"very light gray schist; 5% pyrite, fine and crystals to 3mm in bands",0,KM-21-27B.xlsx,79,0.0,2.73,11700,0.884,0.0,110,<10,<20,2.91,80,0.0,<10,30,0,0.0,560,6.89,<50,0.0,0,0.0,0.7,<50,0.0,1.14,1050,<10,0.37,0,<10,<50,0.0,10700,0,0,5.85,7.60,560,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,38600,0.0
C523415,KM-21-27B,2457.0,2462.0,748.9,750.4,"very light gray schist; 3-5% pyrite, 3-5% very fine galena, 1%? sphalerite",0,KM-21-27B.xlsx,96,0.0,3.03,38700,3.87,0.0,100,<10,<20,2.46,180,0.0,<10,20,0,0.0,1100,8.34,<50,0.0,0,0.0,0.6,<50,0.0,1.21,1000,<10,0.34,0,<10,110,0.0,9590,0,0,6.82,8.70,860,10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,79600,0.0
C523416,KM-21-27B,2462.0,2467.0,750.4,751.9,"very light gray schist; 2-3% pyrite, 0.1% fine galena",0,KM-21-27B.xlsx,20,0.0,2.39,3000,0.234,0.0,100,<10,<20,6.14,20,0.0,<10,20,0,0.0,200,6.29,<50,0.0,0,0.0,0.6,<50,0.0,2.52,2240,10,0.21,0,<10,110,0.0,1270,0,0,6.9,3.48,180,10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,7720,0.0
C523417,KM-21-27B,2467.0,2472.0,751.9,753.5,"very light gray schist (+ exhalite?); 1% pyrite, trace galena <<0.1%",0,KM-21-27B.xlsx,6,0.0,2.41,500,0.052,0.0,100,<10,<20,13.30,<10,0.0,<10,10,0,0.0,20,7.31,<50,0.0,0,0.0,0.6,<50,0.0,5.98,3440,<10,0.21,0,<10,130,0.0,580,0,0,6.71,1.99,<50,10,0,0.0,0,TU21159498.csv,70,0,0.0,<50,<0.05,<50,50,<10,<50,0.0,0,1110,0.0
C523418,KM-21-27B,2472.0,2477.0,753.5,755.0,"very light gray schist (+ exhalite?) + quartz vein, no mineralization",0,KM-21-27B.xlsx,3,0.0,2.70,610,0.145,0.0,110,<10,<20,11.85,<10,0.0,<10,10,0,0.0,20,4.36,<50,0.0,0,0.0,0.7,<50,0.0,5.67,2310,<10,0.23,0,<10,210,0.0,260,0,0,6.5,0.15,<50,10,0,0.0,0,TU21159498.csv,60,0,0.0,<50,0.07,<50,<50,10,<50,0.0,0,370,0.0
C523419,KM-21-27B,2477.0,2482.0,755.0,756.5,"very light gray schist, no mineralization",0,KM-21-27B.xlsx,28,0.0,4.40,1160,0.926,0.0,190,<10,<20,6.38,10,0.0,<10,10,0,0.0,460,4.96,<50,0.0,0,0.0,1.2,<50,0.0,3.43,1050,<10,0.30,0,<10,180,0.0,1980,0,0,6.32,2.80,320,10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.10,<50,<50,20,<50,0.0,0,4570,0.0
C523421,KM-21-27B,2482.0,2486.0,756.5,757.7,"very light gray schist, no mineralization",0,KM-21-27B.xlsx,12,0.0,3.31,540,0.293,0.0,100,<10,<20,4.57,<10,0.0,<10,10,0,0.0,160,4.34,<50,0.0,0,0.0,0.7,<50,0.0,2.93,980,<10,0.18,0,<10,210,0.0,990,0,0,4.51,1.46,120,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,0.09,<50,<50,20,<50,0.0,0,1570,0.0
C523422,KM-21-27B,2486.0,2490.5,757.7,759.1,very light gray schist; 5% pyrite in zones,0,KM-21-27B.xlsx,18,0.0,4.41,6410,1.140,0.0,210,<10,<20,1.10,10,0.0,<10,<10,0,0.0,200,7.79,<50,0.0,0,0.0,1.4,<50,0.0,1.42,450,<10,0.31,0,<10,240,0.0,3310,0,0,5.61,5.57,180,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,0.07,<50,<50,10,<50,0.0,0,6540,0.0
C523423,KM-21-27B,2490.5,2493.0,759.1,759.9,"very light gray schist; 1-2% chalcopyrite, 30% pyrite, 1-2% galena, 2-3% sphalerite; all very fine",0,KM-21-27B.xlsx,93,0.0,1.44,23600,4.90,0.0,<50,<10,<20,2.68,270,0.0,30,10,0,0.0,6720,17.55,<50,0.0,0,0.0,0.3,<50,0.0,1.81,890,10,0.06,0,<10,60,0.0,2250,0,0,3.26,>10.0,1710,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,81700,0.0
C523424,KM-21-27B,2493.0,2498.0,759.9,761.4,"very light gray schist; 1-2% chalcopyrite, 40-60% pyrite, 5% ultrafine galena, 1-2% sphalerite",0,KM-21-27B.xlsx,93,0.0,3.15,29300,5.99,0.0,70,<10,<20,2.64,110,0.0,20,<10,0,0.0,6540,22.8,<50,0.0,0,0.0,0.5,<50,0.0,2.4,780,<10,0.13,0,<10,90,0.0,5930,0,0,8.11,>10.0,1080,10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,43400,0.0
C523425,KM-21-27B,2498.0,2503.0,761.4,762.9,very light gray schist; 5% very fine pyrite,0,KM-21-27B.xlsx,13,0.0,6.53,10700,1.795,0.0,260,<10,<20,1.26,20,0.0,<10,10,0,0.0,170,9.44,<50,0.0,0,0.0,1.9,<50,0.0,2.01,350,<10,0.64,0,<10,350,0.0,1410,0,0,6.77,7.01,140,20,0,0.0,0,TU21159498.csv,40,0,0.0,<50,0.08,<50,<50,20,<50,0.0,0,8950,0.0
C523426,KM-21-27B,2503.0,2507.0,762.9,764.1,"very light gray schist, no mineralization",0,KM-21-27B.xlsx,2,0.0,5.73,150,0.086,0.0,220,<10,<20,2.28,<10,0.0,10,10,0,0.0,100,6.44,<50,0.0,0,0.0,1.5,<50,0.0,2.59,830,<10,0.37,0,<10,820,0.0,260,0,0,5.49,0.54,<50,30,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.12,<50,<50,20,<50,0.0,0,940,0.0
C523427,KM-21-27B,2507.0,2511.0,764.1,765.4,"very light gray schist, no mineralization",0,KM-21-27B.xlsx,2,0.0,6.16,310,0.020,0.0,240,<10,<20,5.33,<10,0.0,10,40,0,0.0,60,5.2,<50,0.0,0,0.0,1.6,<50,0.0,3.14,990,<10,0.42,0,10,670,0.0,40,0,0,5.11,0.55,<50,30,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.15,<50,<50,10,<50,0.0,0,280,0.0
C523430,KM-21-28,nan,nan,nan,nan,0,STD CDN-ME-1902,KM-21-28.xlsx,>200,369.0,2.26,1590,5.24,0.0,1240,<10,30,2.36,190,0.0,70,90,0,0.0,7780,17.85,<50,0.0,0,0.0,0.9,<50,0.0,1.16,1240,770,0.66,0,60,450,0.0,21600,0,0,0.11,>10.0,1040,<10,0,0.0,0,TU21159498.csv,90,0,0.0,<50,0.18,<50,<50,130,<50,0.0,0,36100,0.0
